"gene","mate","read_id","pair_id","n_hsps","qstart_union","qend_union","aa_covered_by_read","sstart_union","send_union","best_pident","best_evalue","best_bitscore"
"POLIB","R1","SRR7910035.17241377","SRR7910035.17241377",1,"1068","1167",100,"1","300",100,6.36e-52,184
"POLIB","R2","SRR7910035.17241377","SRR7910035.17241377",1,"1031","1130",100,"2","301",97,2.36e-49,176
"ATPF1A","R1","SRR7910035.1724301","SRR7910035.1724301",1,"309","408",100,"1","300",99,1.04e-59,199
"ATPF1A","R2","SRR7910035.1724301","SRR7910035.1724301",1,"340","437",98,"3","296",100,1.01e-57,194
"POLIB","R1","SRR7910035.17243253","SRR7910035.17243253",1,"680","778",99,"3","299",98.99,1.76e-61,211
"POLIB","R2","SRR7910035.17243253","SRR7910035.17243253",1,"714","813",100,"1","300",83,2.14e-46,168
"TAC102","R1","SRR7910035.17243307","SRR7910035.17243307",1,"1","100",100,"2","301",99,2.08e-59,204
"TAC102","R1","SRR7910035.17243866","SRR7910035.17243866",1,"137","236",100,"1","300",100,2.79e-51,181
"TAC102","R2","SRR7910035.17243866","SRR7910035.17243866",1,"1","98",98,"7","300",98.98,6.65e-58,200
"TAC102","R1","SRR7910035.17245608","SRR7910035.17245608",1,"246","345",100,"2","301",99,2.24e-60,206
"TAC102","R2","SRR7910035.17245608","SRR7910035.17245608",1,"283","381",99,"2","298",96.97,1.36e-57,199
"POLIB","R1","SRR7910035.17250138","SRR7910035.17250138",1,"1048","1146",99,"3","299",100,3.61e-51,182
"POLIB","R2","SRR7910035.17250138","SRR7910035.17250138",1,"955","1054",100,"2","301",96,1.37e-56,197
"ATPF1G","R2","SRR7910035.17251763","SRR7910035.17251763",1,"268","305",38,"3","116",100,1.61e-16,80.1
"POLIB","R1","SRR7910035.17253162","SRR7910035.17253162",1,"503","602",100,"2","301",98,3.31e-60,207
"POLIB","R2","SRR7910035.17253162","SRR7910035.17253162",1,"392","491",100,"1","300",99,5.9e-61,209
"ATPF1A","R2","SRR7910035.17254105","SRR7910035.17254105",1,"444","542",99,"2","298",96.97,1.01e-60,202
"POLIB","R2","SRR7910035.17256685","SRR7910035.17256685",1,"1263","1334",72,"3","224",50,4.02e-17,84.7
"POLIB","R2","SRR7910035.17258844","SRR7910035.17258844",1,"1263","1334",72,"72","293",47.297,2.81e-13,73.9
"TAC102","R1","SRR7910035.17260597","SRR7910035.17260597",1,"38","136",99,"2","298",85.859,2.04e-48,173
"TAC102","R2","SRR7910035.17260597","SRR7910035.17260597",1,"243","341",99,"2","298",74.747,2.57e-38,144
"ATPF1A","R1","SRR7910035.17262880","SRR7910035.17262880",1,"260","358",99,"3","299",98.99,3.12e-62,206
"ATPF1A","R2","SRR7910035.17262880","SRR7910035.17262880",1,"311","406",96,"2","289",92.708,2.89e-52,180
"ATOM40","R2","SRR7910035.17266040","SRR7910035.17266040",1,"1","99",99,"3","299",90.909,3.82e-45,155
"ATPF1A","R1","SRR7910035.17271350","SRR7910035.17271350",1,"547","584",38,"3","116",100,4.95e-17,83.6
"ATPF1A","R1","SRR7910035.17273552","SRR7910035.17273552",1,"499","583",85,"3","257",97.647,2.13e-51,177
"ATPF1A","R1","SRR7910035.17274516","SRR7910035.17274516",1,"397","496",100,"2","301",98,8.83e-59,197
"ATPF1A","R2","SRR7910035.17274516","SRR7910035.17274516",1,"339","436",98,"3","296",90.816,1.01e-50,176
"ATPF1A","R1","SRR7910035.17275245","SRR7910035.17275245",1,"185","284",100,"2","301",100,1.53e-60,202
"ATPF1A","R2","SRR7910035.17275245","SRR7910035.17275245",1,"118","217",100,"1","300",98,2.21e-58,196
"TAC102","R1","SRR7910035.1727619","SRR7910035.1727619",1,"300","398",99,"3","299",100,1.74e-59,204
"TAC102","R2","SRR7910035.1727619","SRR7910035.1727619",1,"384","482",99,"3","299",94.949,3.02e-54,189
"TAC102","R1","SRR7910035.17281305","SRR7910035.17281305",1,"123","221",99,"3","299",94.949,2.64e-48,173
"TAC102","R1","SRR7910035.17282359","SRR7910035.17282359",1,"769","868",100,"1","300",99,4.93e-40,149
"TAC102","R2","SRR7910035.17282359","SRR7910035.17282359",1,"733","789",57,"45","215",98.246,3.96e-25,107
"ATPF1A","R1","SRR7910035.17287105","SRR7910035.17287105",1,"169","268",100,"1","300",100,3.45e-60,201
"ATPF1A","R2","SRR7910035.17287105","SRR7910035.17287105",1,"236","335",100,"1","300",84,1.13e-46,165
"ATPF1G","R1","SRR7910035.17288432","SRR7910035.17288432",1,"121","219",99,"3","299",98.99,1.06e-65,207
"ATPF1G","R2","SRR7910035.17288432","SRR7910035.17288432",1,"47","146",100,"1","300",98,4.77e-66,207
"ATPF1A","R1","SRR7910035.17290224","SRR7910035.17290224",1,"395","494",100,"1","300",100,4.39e-61,203
"ATPF1A","R2","SRR7910035.17290224","SRR7910035.17290224",1,"339","437",99,"2","298",94.949,5.27e-54,184
"ATOM40","R1","SRR7910035.17292591","SRR7910035.17292591",1,"1","40",40,"181","300",97.5,1.18e-15,78.2
"ATOM40","R2","SRR7910035.17292591","SRR7910035.17292591",1,"18","117",100,"2","301",86,1.97e-41,146
"ATPF1B","R1","SRR7910035.17292739","SRR7910035.17292739",1,"1","43",43,"173","301",100,5.37e-18,85.9
"ATPF1B","R2","SRR7910035.17292739","SRR7910035.17292739",1,"82","174",93,"23","301",93.548,4.66e-51,175
"POLIB","R1","SRR7910035.17295327","SRR7910035.17295327",1,"84","183",100,"2","301",100,3.3e-61,210
"POLIB","R2","SRR7910035.17295327","SRR7910035.17295327",1,"38","136",99,"3","299",93.939,2.95e-54,191
"POLIB","R1","SRR7910035.17296691","SRR7910035.17296691",1,"1157","1255",99,"3","299",100,1.96e-62,214
"POLIB","R2","SRR7910035.17296691","SRR7910035.17296691",1,"1245","1343",99,"1","297",91.919,4.27e-56,196
"ATPF1B","R1","SRR7910035.1730466","SRR7910035.1730466",1,"252","350",99,"3","299",100,6.28e-61,201
"ATPF1B","R2","SRR7910035.1730466","SRR7910035.1730466",1,"328","427",100,"1","300",87,3.52e-49,170
"POLIB","R1","SRR7910035.17306567","SRR7910035.17306567",1,"277","375",99,"3","299",98.99,2.89e-60,207
"POLIB","R2","SRR7910035.17306567","SRR7910035.17306567",1,"187","286",100,"2","301",84,1.28e-46,169
"POLIB","R2","SRR7910035.17307697","SRR7910035.17307697",1,"1250","1349",100,"1","300",94,6.29e-58,201
"TAC102","R1","SRR7910035.17310111","SRR7910035.17310111",1,"864","951",88,"1","264",100,1.88e-43,159
"TAC102","R2","SRR7910035.17310111","SRR7910035.17310111",1,"886","951",66,"104","301",96.97,2.9e-26,110
"POLIB","R1","SRR7910035.1731251","SRR7910035.1731251",1,"915","1013",99,"3","299",100,2.51e-59,205
"POLIB","R2","SRR7910035.1731251","SRR7910035.1731251",1,"1047","1145",99,"2","298",90.909,1.26e-44,163
"TAC102","R1","SRR7910035.17314253","SRR7910035.17314253",1,"487","586",100,"1","300",89,2.28e-48,173
"TAC102","R2","SRR7910035.17314253","SRR7910035.17314253",1,"298","396",99,"1","297",54.545,3.11e-20,93.2
"ATPF1A","R1","SRR7910035.17315961","SRR7910035.17315961",1,"43","141",99,"3","299",100,2.01e-60,201
"ATPF1A","R2","SRR7910035.17315961","SRR7910035.17315961",1,"130","228",99,"3","299",96.97,3.61e-57,193
"ATPF1G","R1","SRR7910035.17316619","SRR7910035.17316619",1,"45","144",100,"1","300",95,8.53e-63,199
"ATPF1G","R2","SRR7910035.17316619","SRR7910035.17316619",1,"149","247",99,"1","297",85.859,1.1e-52,174
"ATPF1A","R1","SRR7910035.17319411","SRR7910035.17319411",1,"167","266",100,"1","300",100,1.17e-60,202
"ATPF1A","R2","SRR7910035.17319411","SRR7910035.17319411",1,"232","331",100,"1","300",90,4.1e-54,185
"POLIB","R2","SRR7910035.1732405","SRR7910035.1732405",1,"1086","1167",82,"22","270",54.217,5.77e-23,101
"ATPF1G","R1","SRR7910035.17324685","SRR7910035.17324685",1,"82","181",100,"1","300",99,3.17e-67,211
"POLIB","R2","SRR7910035.17326368","SRR7910035.17326368",1,"514","605",92,"1","297",37.374,3.09e-11,68.2
"ATPF1G","R2","SRR7910035.1732864","SRR7910035.1732864",1,"252","303",52,"1","156",78.846,8.78e-17,80.9
"TAC102","R2","SRR7910035.17330545","SRR7910035.17330545",1,"496","594",99,"2","298",69.697,4.13e-36,138
"ATPF1A","R1","SRR7910035.17330572","SRR7910035.17330572",1,"555","584",30,"126","215",100,6.33e-11,65.1
"ATPF1A","R2","SRR7910035.17330572","SRR7910035.17330572",1,"555","584",30,"3","92",100,6.34e-11,65.1
"ATOM40","R1","SRR7910035.17337222","SRR7910035.17337222",1,"1","72",72,"15","230",100,8.38e-42,147
"ATPF1A","R1","SRR7910035.17339056","SRR7910035.17339056",1,"528","584",57,"3","173",100,1.99e-31,124
"ATPF1B","R1","SRR7910035.17340918","SRR7910035.17340918",1,"1","100",100,"1","300",97,5.8e-59,196
"ATPF1B","R2","SRR7910035.17340918","SRR7910035.17340918",1,"91","174",84,"48","299",82.143,2.02e-36,136
"ATPF1A","R1","SRR7910035.17341271","SRR7910035.17341271",1,"452","551",100,"2","301",100,4.59e-65,213
"ATPF1A","R2","SRR7910035.17341271","SRR7910035.17341271",1,"374","473",100,"1","300",91,6.85e-54,184
"TAC102","R2","SRR7910035.17344","SRR7910035.17344",1,"552","647",96,"2","289",93.75,1.17e-51,182
"ATPF1A","R1","SRR7910035.17344344","SRR7910035.17344344",1,"207","306",100,"1","300",100,5.37e-63,208
"ATPF1A","R2","SRR7910035.17344344","SRR7910035.17344344",1,"113","210",98,"2","295",77.551,1.54e-39,146
"ATPF1A","R1","SRR7910035.17346066","SRR7910035.17346066",1,"1","96",96,"2","289",98.958,3.78e-33,128
"ATPF1A","R1","SRR7910035.17349443","SRR7910035.17349443",1,"440","539",100,"1","300",100,2.51e-64,211
"ATPF1A","R2","SRR7910035.17349443","SRR7910035.17349443",1,"525","584",60,"120","299",100,1.33e-33,129
"TAC102","R1","SRR7910035.17350606","SRR7910035.17350606",1,"61","159",99,"3","299",95.96,2.66e-55,192
"TAC102","R2","SRR7910035.17350606","SRR7910035.17350606",1,"1","90",90,"32","301",87.778,5.65e-38,143
"ATPF1A","R1","SRR7910035.17352108","SRR7910035.17352108",1,"331","430",100,"2","301",83,3.38e-47,166
"ATPF1G","R2","SRR7910035.17352142","SRR7910035.17352142",1,"51","149",99,"3","299",86.869,7.97e-54,176
"POLIB","R1","SRR7910035.17352603","SRR7910035.17352603",1,"1199","1298",100,"2","301",100,3.16e-62,213
"POLIB","R2","SRR7910035.17352603","SRR7910035.17352603",1,"1340","1404",65,"104","298",92.308,8.21e-30,120
"POLIB","R1","SRR7910035.17352835","SRR7910035.17352835",1,"1222","1320",99,"3","299",94.949,7.34e-58,201
"POLIB","R2","SRR7910035.17352835","SRR7910035.17352835",1,"1145","1244",100,"2","301",79,8.3e-40,149
"TAC102","R1","SRR7910035.1735317","SRR7910035.1735317",1,"733","779",47,"156","296",97.872,1.78e-18,88.2
"TAC102","R2","SRR7910035.1735317","SRR7910035.1735317",1,"808","885",78,"3","236",98.718,4.37e-45,164
"ATPF1A","R1","SRR7910035.17353339","SRR7910035.17353339",1,"88","186",99,"3","299",100,5.55e-60,200
"ATPF1A","R2","SRR7910035.17353339","SRR7910035.17353339",1,"126","225",100,"2","301",96,6.05e-57,192
"TAC102","R1","SRR7910035.17357664","SRR7910035.17357664",1,"1","87",87,"40","300",98.851,3.16e-50,178
"TAC102","R2","SRR7910035.17357664","SRR7910035.17357664",1,"48","147",100,"1","300",99,2.84e-59,204
"TAC102","R1","SRR7910035.17358324","SRR7910035.17358324",1,"459","558",100,"1","300",81,3.88e-44,161
"TAC102","R2","SRR7910035.17358324","SRR7910035.17358324",1,"361","460",100,"1","300",87,2.64e-48,173
"POLIB","R1","SRR7910035.17361217","SRR7910035.17361217",1,"56","155",100,"1","300",97,3.17e-59,204
"POLIB","R2","SRR7910035.17361217","SRR7910035.17361217",1,"2","101",100,"1","300",86,6.31e-50,178
"ATPF1A","R1","SRR7910035.17361667","SRR7910035.17361667",1,"1","67",67,"100","300",98.507,4.46e-11,66.6
"ATPF1A","R2","SRR7910035.17361667","SRR7910035.17361667",1,"42","131",90,"3","272",94.444,1.38e-50,175
"ATPF1A","R1","SRR7910035.17362985","SRR7910035.17362985",1,"243","341",99,"3","299",96.97,2.41e-60,201
"ATPF1A","R2","SRR7910035.17362985","SRR7910035.17362985",1,"288","386",99,"1","297",73.737,2.6e-38,142
"ATPF1A","R1","SRR7910035.17363418","SRR7910035.17363418",1,"222","320",99,"3","299",100,3.18e-62,206
"ATPF1A","R2","SRR7910035.17363418","SRR7910035.17363418",1,"291","390",100,"2","301",96,4.94e-61,203
"ATPF1A","R1","SRR7910035.17366999","SRR7910035.17366999",1,"170","269",100,"2","301",100,2.06e-60,201
"ATPF1A","R2","SRR7910035.17366999","SRR7910035.17366999",1,"123","221",99,"3","299",95.96,2.01e-56,191
"ATPF1G","R1","SRR7910035.17367571","SRR7910035.17367571",1,"104","203",100,"2","301",98,7.1e-67,210
"ATPF1G","R2","SRR7910035.17367571","SRR7910035.17367571",1,"142","240",99,"3","299",96.97,7.68e-62,197
"POLIB","R1","SRR7910035.17368092","SRR7910035.17368092",1,"212","311",100,"2","301",99,1.62e-60,208
"POLIB","R2","SRR7910035.17368092","SRR7910035.17368092",1,"142","235",94,"3","284",88.298,1.51e-46,168
"ATPF1A","R1","SRR7910035.17370427","SRR7910035.17370427",1,"184","283",100,"1","300",100,4.17e-60,201
"ATPF1A","R2","SRR7910035.17370427","SRR7910035.17370427",1,"251","350",100,"1","300",94,4.14e-57,192
"ATPF1A","R2","SRR7910035.17372748","SRR7910035.17372748",1,"536","584",49,"3","149",100,1.52e-25,107
"POLIB","R1","SRR7910035.17375611","SRR7910035.17375611",1,"389","487",99,"3","299",100,6.53e-60,206
"POLIB","R2","SRR7910035.17375611","SRR7910035.17375611",1,"411","510",100,"1","300",95,1.87e-58,202
"POLIB","R1","SRR7910035.17376690","SRR7910035.17376690",1,"144","243",100,"1","300",73,1.84e-39,148
"POLIB","R2","SRR7910035.17376690","SRR7910035.17376690",1,"433","516",84,"3","254",82.143,8.69e-39,146
"ATOM40","R1","SRR7910035.17379177","SRR7910035.17379177",1,"233","332",100,"2","301",97,1.21e-61,198
"ATOM40","R2","SRR7910035.17379177","SRR7910035.17379177",1,"103","201",99,"3","299",90.909,2.6e-55,182
"ATPF1B","R1","SRR7910035.17379545","SRR7910035.17379545",1,"38","135",98,"2","295",94.898,1.71e-55,187
"ATPF1B","R2","SRR7910035.17379545","SRR7910035.17379545",1,"105","203",99,"2","298",74.747,4.83e-25,105
"ATPF1A","R1","SRR7910035.17380845","SRR7910035.17380845",1,"473","571",99,"3","299",100,9.24e-64,210
"POLIB","R1","SRR7910035.17381680","SRR7910035.17381680",1,"1300","1399",100,"1","300",98,1.14e-58,203
"ATPF1B","R2","SRR7910035.17386577","SRR7910035.17386577",1,"446","519",74,"2","223",100,2.61e-26,109
"TAC102","R1","SRR7910035.17387016","SRR7910035.17387016",1,"590","648",59,"125","301",88.136,1.19e-23,102
"TAC102","R2","SRR7910035.17387016","SRR7910035.17387016",1,"501","599",99,"3","299",92.929,3.98e-53,186
"ATPF1A","R1","SRR7910035.17387908","SRR7910035.17387908",1,"242","340",99,"3","299",98.99,7.86e-63,207
"ATPF1A","R2","SRR7910035.17387908","SRR7910035.17387908",1,"301","400",100,"1","300",84,9.98e-43,154
"POLIB","R1","SRR7910035.173908","SRR7910035.173908",1,"899","997",99,"3","299",100,3.85e-59,204
"POLIB","R2","SRR7910035.173908","SRR7910035.173908",1,"818","915",98,"3","296",95.918,1.68e-53,188
"ATOM40","R1","SRR7910035.17391250","SRR7910035.17391250",1,"117","215",99,"3","299",95.96,4.93e-61,196
"ATOM40","R2","SRR7910035.17391250","SRR7910035.17391250",1,"183","276",94,"2","283",88.298,1.24e-50,170
"ATPF1G","R1","SRR7910035.17393277","SRR7910035.17393277",1,"245","305",61,"2","184",100,9.18e-34,125
"ATOM40","R1","SRR7910035.17394449","SRR7910035.17394449",1,"29","128",100,"1","300",91,7.31e-48,162
"ATOM40","R2","SRR7910035.17394449","SRR7910035.17394449",1,"97","196",100,"1","300",79,5.54e-44,152
"ATPF1B","R1","SRR7910035.17395119","SRR7910035.17395119",1,"60","159",100,"2","301",100,6.48e-62,204
"ATPF1B","R2","SRR7910035.17395119","SRR7910035.17395119",1,"128","226",99,"3","299",97.98,3.6e-47,165
"ATPF1G","R1","SRR7910035.17395568","SRR7910035.17395568",1,"1","58",58,"3","176",100,7.51e-32,120
"ATPF1G","R2","SRR7910035.17395568","SRR7910035.17395568",1,"1","47",47,"159","299",85.106,2.27e-16,79.7
"ATPF1A","R1","SRR7910035.17396128","SRR7910035.17396128",1,"188","287",100,"1","300",94,1.4e-53,183
"ATPF1A","R2","SRR7910035.17396128","SRR7910035.17396128",1,"302","400",99,"1","297",85.859,1.09e-45,162
"ATPF1A","R1","SRR7910035.17399394","SRR7910035.17399394",1,"314","413",100,"1","300",97,1.8e-57,194
"ATPF1A","R2","SRR7910035.17399394","SRR7910035.17399394",1,"420","510",91,"2","274",93.407,1.35e-50,175
"ATPF1B","R1","SRR7910035.17401187","SRR7910035.17401187",1,"64","163",100,"2","301",97,3.06e-59,197
"ATPF1B","R2","SRR7910035.17401187","SRR7910035.17401187",1,"1","50",50,"149","298",88,2.92e-12,69.7
"TAC102","R1","SRR7910035.17401799","SRR7910035.17401799",1,"144","243",100,"2","301",95,1.57e-47,171
"TAC102","R2","SRR7910035.17401799","SRR7910035.17401799",1,"1","65",65,"96","290",80,4.28e-23,101
"ATPF1A","R1","SRR7910035.17405017","SRR7910035.17405017",1,"387","485",99,"3","299",90.909,1.6e-53,183
"ATPF1A","R2","SRR7910035.17405017","SRR7910035.17405017",1,"246","344",99,"3","299",71.717,2.95e-34,131
"ATPF1A","R1","SRR7910035.17406529","SRR7910035.17406529",1,"336","435",100,"2","301",90,5.7e-53,182
"ATPF1A","R2","SRR7910035.17406529","SRR7910035.17406529",1,"488","584",97,"8","298",80.412,8.08e-46,162
"ATPF1A","R1","SRR7910035.17412290","SRR7910035.17412290",1,"128","227",100,"1","300",96,1.12e-57,194
"ATPF1A","R2","SRR7910035.17412290","SRR7910035.17412290",1,"54","153",100,"2","301",96,2.03e-56,191
"ATPF1A","R1","SRR7910035.17412525","SRR7910035.17412525",1,"365","464",100,"2","301",95,1.7e-54,186
"ATPF1A","R2","SRR7910035.17412525","SRR7910035.17412525",1,"376","469",94,"3","284",90.426,6.77e-49,171
"POLIB","R1","SRR7910035.17414406","SRR7910035.17414406",1,"486","562",77,"65","298",47.436,4.42e-14,76.3
"POLIB","R2","SRR7910035.17414406","SRR7910035.17414406",1,"486","567",82,"18","266",44.578,3.8e-13,73.6
"ATPF1A","R1","SRR7910035.17416282","SRR7910035.17416282",1,"459","558",100,"2","301",98,4.63e-63,208
"ATPF1A","R2","SRR7910035.17416282","SRR7910035.17416282",1,"384","483",100,"1","300",71,1.2e-35,135
"ATPF1A","R1","SRR7910035.17418890","SRR7910035.17418890",1,"375","474",100,"1","300",91,1.37e-52,181
"ATPF1A","R2","SRR7910035.17418890","SRR7910035.17418890",1,"327","421",95,"3","287",82.105,2.74e-42,153
"ATPF1A","R1","SRR7910035.17421216","SRR7910035.17421216",1,"1","91",91,"29","301",97.802,7.77e-29,116
"ATPF1A","R2","SRR7910035.17421216","SRR7910035.17421216",1,"58","153",96,"2","289",81.25,3.19e-42,153
"ATPF1A","R1","SRR7910035.17424869","SRR7910035.17424869",1,"428","526",99,"3","299",93.939,1.15e-57,194
"ATPF1A","R2","SRR7910035.17424869","SRR7910035.17424869",1,"368","465",98,"3","296",89.796,2.22e-48,169
"ATPF1A","R1","SRR7910035.17424895","SRR7910035.17424895",1,"300","397",98,"3","296",93.878,1.97e-54,186
"ATPF1A","R2","SRR7910035.17424895","SRR7910035.17424895",1,"160","257",98,"3","296",88.776,1.25e-49,173
"ATPF1A","R1","SRR7910035.1742492","SRR7910035.1742492",1,"191","288",98,"3","296",100,1.13e-58,197
"ATPF1A","R2","SRR7910035.1742492","SRR7910035.1742492",1,"205","304",100,"2","301",100,2.06e-62,206
"ATPF1A","R1","SRR7910035.17424923","SRR7910035.17424923",1,"178","277",100,"1","300",100,1.06e-60,202
"ATPF1A","R2","SRR7910035.17424923","SRR7910035.17424923",1,"151","249",99,"3","299",91.919,1.85e-50,175
"ATPF1A","R1","SRR7910035.17425819","SRR7910035.17425819",1,"278","377",100,"1","300",98,3.83e-63,208
"ATPF1A","R2","SRR7910035.17425819","SRR7910035.17425819",1,"344","442",99,"1","297",76.768,1.13e-39,146
"POLIB","R1","SRR7910035.17426573","SRR7910035.17426573",2,"382","480",99,"3","297",98.077,5.94e-43,112
"POLIB","R2","SRR7910035.17426573","SRR7910035.17426573",1,"264","360",97,"3","293",82.474,2.49e-46,168
"TAC102","R1","SRR7910035.17428151","SRR7910035.17428151",1,"601","648",48,"156","299",95.833,1.83e-19,90.9
"TAC102","R2","SRR7910035.17428151","SRR7910035.17428151",1,"488","586",99,"3","299",84.848,9.78e-47,168
"ATPF1G","R2","SRR7910035.17429791","SRR7910035.17429791",1,"214","305",92,"2","277",94.565,2.87e-54,177
"TAC102","R2","SRR7910035.17432305","SRR7910035.17432305",1,"762","860",99,"2","298",79.798,1.05e-25,108
"ATPF1A","R1","SRR7910035.17434412","SRR7910035.17434412",1,"498","584",87,"39","299",98.851,4.67e-53,182
"ATPF1A","R2","SRR7910035.17434412","SRR7910035.17434412",1,"431","529",99,"1","297",80.808,7.84e-46,163
"ATOM40","R1","SRR7910035.17436514","SRR7910035.17436514",1,"206","305",100,"2","301",94,5.94e-58,189
"ATOM40","R2","SRR7910035.17436514","SRR7910035.17436514",1,"302","351",50,"137","286",74,6.35e-16,79
"ATPF1A","R1","SRR7910035.17439275","SRR7910035.17439275",1,"553","584",32,"3","98",100,9.77e-13,69.3
"ATPF1A","R2","SRR7910035.17439275","SRR7910035.17439275",1,"553","584",32,"42","137",100,9.77e-13,69.3
"POLIB","R2","SRR7910035.1744040","SRR7910035.1744040",1,"1240","1331",92,"21","287",40.217,8.21e-15,78.2
"POLIB","R2","SRR7910035.17443635","SRR7910035.17443635",1,"498","585",88,"6","290",42.105,1.04e-13,75.1
"POLIB","R1","SRR7910035.17448743","SRR7910035.17448743",1,"1086","1167",82,"59","298",46.988,5.75e-14,75.9
"ATOM40","R1","SRR7910035.17449268","SRR7910035.17449268",1,"237","335",99,"3","299",85.859,2.7e-50,169
"POLIB","R1","SRR7910035.17449498","SRR7910035.17449498",1,"1253","1351",99,"3","299",98.99,3.78e-61,210
"POLIB","R2","SRR7910035.17449498","SRR7910035.17449498",1,"1364","1404",41,"179","301",97.561,6.89e-15,78.6
"ATOM40","R1","SRR7910035.17452902","SRR7910035.17452902",1,"27","125",99,"3","299",97.98,6.12e-52,173
"ATPF1B","R1","SRR7910035.17453731","SRR7910035.17453731",1,"452","519",68,"97","300",100,2.75e-22,98.2
"ATPF1B","R2","SRR7910035.17453731","SRR7910035.17453731",1,"370","467",98,"3","296",85.714,2.41e-48,168
"ATOM40","R1","SRR7910035.17454621","SRR7910035.17454621",1,"94","192",99,"2","298",98.99,4.28e-63,202
